clip,timestamp,rat003_center_x,rat003_center_y,rat004_center_x,rat004_center_y,rat005_center_x,rat005_center_y,rat006_center_x,rat006_center_y,rat007_center_x,rat007_center_y,rat010_center_x,rat010_center_y,rat030_center_x,rat030_center_y,rat031_center_x,rat031_center_y,rat032_center_x,rat032_center_y,rat033_center_x,rat033_center_y,rat034_center_x,rat034_center_y,rat035_center_x,rat035_center_y
C4,1718891278867097056,1595,87,1958,73,1622,445,1925,127,1959,431,1998,265,1423,277,1087,170,1984,101,589,213,1525,443,1846,73
C4,1718891278967097040,1592,87,1958,75,1641,444,1926,130,1961,432,1998,265,1415,275,1087,170,1986,105,592,206,1526,443,1843,74
C4,1718891279067096968,1589,85,1950,73,1669,444,1930,131,1962,433,1998,265,1400,270,1088,171,1988,115,598,196,1525,444,1849,71
C4,1718891279167096896,1586,84,1948,73,1699,446,1934,132,1956,435,1998,265,1392,267,1086,170,1925,82,607,182,1518,446,1847,71
C4,1718891279267096864,1584,84,1941,74,1719,446,1933,132,1957,435,1998,265,1377,262,1087,170,1914,79,611,171,1518,446,1845,71
C4,1718891279367096784,1580,81,1936,73,1742,446,1932,131,1956,435,1998,265,1369,260,1087,170,1895,74,619,150,1523,444,1845,70
C4,1718891279467096728,1575,80,1931,73,1760,446,1929,130,1958,434,1998,265,1372,260,1088,170,1891,79,628,137,1522,442,1847,71
C4,1718891279567096760,1570,80,1926,73,1774,447,1928,130,1959,434,1998,265,1346,267,1086,172,1918,96,634,128,1516,443,1853,71
C4,1718891279667096672,1568,81,1912,76,1785,447,1926,132,1963,432,1998,265,1332,271,1088,170,1906,100,640,119,1508,442,1842,74
C4,1718891279767096704,1569,81,1936,73,1791,447,1925,134,1961,431,1998,265,1320,276,1093,167,1909,98,639,115,1504,441,1839,72
C4,1718891279867096536,1569,81,1931,73,1794,450,1926,134,1962,429,1998,264,1312,279,1098,165,1852,91,639,115,1502,438,1835,66
C4,1718891279967096568,1567,81,1923,73,1800,453,1927,134,1964,427,1998,265,1307,281,1103,168,1875,90,638,114,1500,438,1851,61
C4,1718891280067096600,1567,81,1940,74,1807,456,1929,134,1967,426,1998,265,1300,283,1105,175,1774,84,637,115,1498,441,1872,62
C4,1718891280167096456,1562,81,1941,76,1815,459,1931,131,1966,426,1998,265,1295,285,1104,174,1720,99,638,117,1496,442,1861,63
C4,1718891280267096488,1545,78,1939,75,1818,460,1931,128,1965,427,1998,265,1290,289,1104,174,1684,103,644,113,1491,442,1860,65
C4,1718891280367096376,1513,74,1940,75,1820,462,1934,127,1972,426,1998,265,1289,291,1104,174,1664,102,653,107,1488,441,1868,64
C4,1718891280467096336,1489,76,1939,76,1823,463,1936,126,1972,426,1998,265,1293,289,1105,173,1651,96,659,102,1482,437,1868,65
C4,1718891280567096336,1463,76,1939,75,1823,463,1936,126,1971,426,1998,266,1296,285,1106,173,1630,89,659,101,1479,432,1870,65
C4,1718891280667096352,1429,74,1939,75,1824,462,1936,125,1970,426,1997,266,1301,280,1106,173,1614,81,657,96,1470,422,1869,65
C4,1718891280767096328,1403,74,1939,74,1824,461,1936,125,1970,426,1997,266,1307,279,1106,173,1586,74,662,93,1463,416,1869,65
C4,1718891280867096152,1376,74,1940,74,1823,461,1934,125,1970,426,1996,265,1317,272,1106,173,1564,74,664,97,1455,410,1869,65
C4,1718891280967096152,1354,74,1939,74,1822,461,1932,126,1971,426,1995,269,1317,272,1106,174,1541,73,664,99,1447,402,1868,65
C4,1718891281067096184,1333,74,1939,74,1820,460,1931,128,1971,425,1994,274,1313,276,1106,177,1520,70,666,97,1442,396,1867,66
C4,1718891281167096024,1327,73,1938,74,1820,459,1932,126,1971,425,1985,290,1310,280,1107,181,1492,69,665,100,1437,385,1867,66
C4,1718891281267096056,1323,71,1938,69,1822,459,1935,119,1974,425,1986,289,1312,282,1105,182,1471,67,664,101,1435,372,1867,66
C4,1718891281367096056,1308,76,1938,66,1824,460,1938,114,1975,424,1979,299,1307,293,1103,186,1451,68,663,101,1432,355,1868,66
C4,1718891281467095984,1314,72,1938,65,1827,461,1942,111,1975,425,1978,305,1300,307,1091,185,1431,70,661,103,1430,342,1866,66
C4,1718891281567095936,1321,76,1934,68,1833,463,1949,109,1973,425,1981,303,1288,332,1091,187,1410,70,660,103,1426,327,1867,66
C4,1718891281667095944,1322,76,1933,68,1837,465,1950,109,1974,425,1984,300,1287,354,1073,184,1394,73,661,103,1421,309,1866,66
C4,1718891281767095872,1323,74,1934,67,1843,468,1948,111,1973,425,1986,297,1283,376,1066,184,1383,79,661,103,1418,295,1865,65
C4,1718891281867095856,1326,77,1936,66,1852,470,1947,114,1975,425,1979,298,1278,392,1058,177,1380,88,661,103,1417,285,1866,65
C4,1718891281967095832,1327,72,1933,69,1854,469,1946,115,1973,425,1977,295,1273,412,1042,177,1377,95,660,103,1416,273,1868,65
C4,1718891282067095704,1336,73,1930,71,1856,468,1947,117,1975,425,1975,293,1274,432,1030,174,1380,88,661,103,1414,263,1866,65
C4,1718891282167095648,1337,72,1925,75,1866,469,1948,118,1971,426,1974,292,1266,466,1014,165,1377,90,661,103,1412,248,1867,66
C4,1718891282267095632,1332,70,1918,80,1874,469,1947,116,1971,427,1966,288,1254,487,1010,161,1367,97,660,103,1413,242,1868,69
C4,1718891282367095640,1338,77,1932,73,1888,474,1924,113,1971,427,1945,280,1252,518,1009,157,1369,98,654,114,1411,225,1867,69
C4,1718891282467095608,1338,62,1940,75,1889,475,1899,112,1971,427,1933,277,1255,534,1005,173,1348,107,636,129,1412,222,1863,69
C4,1718891282567095528,1344,120,1944,78,1886,473,1880,110,1971,427,1931,279,1265,544,1001,173,1314,124,585,111,1409,223,1864,68
C4,1718891282667095496,1344,125,1945,77,1887,473,1874,109,1971,427,1931,278,1292,557,1000,174,1318,122,507,109,1409,230,1865,68
C4,1718891282767095504,1344,89,1944,79,1886,473,1859,110,1966,426,1931,277,1301,563,1001,175,1316,116,410,110,1407,233,1874,67
C4,1718891282867095392,1321,128,1945,77,1886,472,1841,114,1959,421,1931,277,1301,565,1002,175,1315,141,377,100,1403,232,1873,68
C4,1718891282967095368,1300,186,1934,72,1873,468,1802,117,1937,410,1931,278,1314,565,1001,176,1318,161,305,136,1405,237,1866,67
C4,1718891283067095288,1266,187,1934,73,1850,455,1733,141,1906,393,1933,279,1367,562,978,176,1314,211,302,148,1404,244,1860,69
C4,1718891283167095248,1288,219,1938,69,1825,443,1676,155,1884,378,1933,276,1433,559,951,174,1318,251,296,166,1395,244,1858,67
C4,1718891283267095256,1305,237,1935,69,1823,441,1643,156,1878,375,1924,270,1488,559,943,174,1324,273,288,192,1406,252,1851,67
C4,1718891283367095272,1339,204,1934,69,1826,442,1606,162,1878,374,1896,253,1571,555,947,172,1335,299,287,221,1420,260,1844,69
C4,1718891283467095240,1349,321,1933,68,1827,442,1594,161,1878,374,1855,240,1639,548,948,171,1309,142,323,311,1434,268,1841,68
C4,1718891283567095168,1380,337,1935,67,1828,442,1566,164,1867,375,1842,232,1672,532,945,176,1325,110,333,327,1441,269,1839,69
C4,1718891283667095128,1378,334,1929,66,1828,441,1565,163,1828,374,1842,232,1716,499,941,195,1373,85,359,352,1446,278,1832,75
C4,1718891283767095096,1374,326,1924,66,1829,440,1562,163,1793,372,1842,232,1738,469,928,223,1462,74,408,385,1455,293,1823,85
C4,1718891283867095000,1383,324,1919,66,1828,441,1535,176,1761,370,1840,231,1750,456,922,231,1534,80,436,407,1466,297,1824,87
C4,1718891283967095008,1385,324,1911,67,1826,442,1523,184,1740,372,1835,227,1756,450,933,240,1587,81,456,419,1464,304,1819,90
C4,1718891284067094968,1390,319,1899,68,1827,441,1505,198,1693,378,1832,225,1755,449,962,248,1619,93,513,420,1464,305,1818,88
C4,1718891284167094880,1400,298,1887,67,1827,442,1503,206,1670,377,1830,225,1755,457,978,257,1660,97,550,420,1466,307,1810,90
C4,1718891284267094792,1409,300,1881,67,1827,442,1499,209,1655,380,1836,227,1752,454,993,259,1713,110,577,418,1468,311,1808,89
C4,1718891284367094776,1419,295,1868,70,1830,440,1500,208,1627,382,1844,233,1749,452,1017,269,1753,139,632,419,1470,311,1807,88
C4,1718891284467094840,1424,291,1864,68,1831,439,1500,208,1609,384,1845,234,1748,448,1022,269,1754,142,679,417,1471,311,1804,88
C4,1718891284567094760,1433,279,1865,68,1831,440,1504,203,1609,383,1844,233,1748,448,1026,267,1753,143,714,414,1473,313,1801,88
C4,1718891284667094728,1441,267,1866,68,1832,442,1507,200,1608,383,1844,232,1748,448,1030,267,1755,145,749,412,1473,318,1801,87
C4,1718891284767094680,1445,268,1864,68,1834,441,1507,199,1609,383,1844,232,1748,449,1030,267,1755,151,770,411,1474,311,1795,86
C4,1718891284867094616,1441,272,1860,68,1834,441,1505,201,1608,383,1845,232,1748,448,1033,267,1756,167,783,410,1474,305,1783,89
C4,1718891284967094592,1440,271,1861,68,1834,441,1503,203,1607,383,1846,233,1748,448,1036,266,1756,194,796,408,1474,304,1774,96
C4,1718891285067094560,1441,271,1852,68,1835,440,1504,203,1607,383,1846,232,1748,448,1038,266,1758,249,799,407,1474,304,1762,95
C4,1718891285167094464,1441,270,1857,66,1835,440,1503,203,1608,383,1850,233,1748,447,1038,266,1762,292,799,407,1473,305,1722,97
C4,1718891285267094392,1441,268,1853,66,1836,440,1502,204,1607,383,1848,231,1749,450,1039,266,1748,332,798,407,1473,311,1693,102
C4,1718891285367094416,1440,268,1827,69,1836,440,1502,203,1605,382,1843,229,1749,450,1040,266,1735,358,801,405,1473,312,1668,105
C4,1718891285467094424,1441,268,1820,73,1836,440,1502,203,1594,382,1830,222,1749,449,1039,266,1705,390,815,399,1476,312,1644,107
C4,1718891285567094400,1440,267,1809,79,1836,440,1501,204,1589,381,1815,212,1749,451,1034,267,1686,393,828,395,1476,321,1628,110
C4,1718891285667094328,1442,266,1799,86,1836,439,1506,199,1592,385,1801,204,1747,449,1034,267,1678,394,841,392,1474,325,1611,109
C4,1718891285767094248,1441,268,1793,89,1837,439,1506,200,1595,385,1794,200,1745,450,1036,266,1677,400,851,386,1478,328,1589,109
C4,1718891285867094256,1442,268,1790,91,1838,439,1506,199,1596,386,1791,199,1734,447,1031,267,1675,403,866,372,1485,330,1578,108
C4,1718891285967094192,1443,266,1789,91,1838,439,1505,201,1597,386,1784,194,1721,443,1027,266,1671,402,882,356,1490,333,1557,110
C4,1718891286067094176,1443,265,1787,92,1838,438,1506,199,1591,385,1764,181,1715,440,1036,267,1660,401,891,345,1492,338,1539,113
C4,1718891286167094168,1443,266,1778,100,1838,438,1507,198,1590,386,1752,177,1705,437,1042,271,1650,400,907,328,1492,340,1532,117
C4,1718891286267094048,1443,266,1776,102,1838,437,1507,197,1585,385,1714,161,1696,434,1045,272,1633,400,923,310,1492,342,1520,124
C4,1718891286367094064,1443,267,1770,103,1838,438,1506,195,1585,385,1692,152,1694,434,1043,274,1630,400,936,287,1492,342,1511,128
C4,1718891286467093976,1444,266,1761,103,1838,438,1506,196,1585,385,1683,149,1695,436,1046,277,1664,392,938,287,1491,342,1505,131
C4,1718891286567094008,1443,267,1733,101,1838,438,1506,196,1585,385,1665,145,1694,437,1046,276,1663,393,947,267,1491,342,1495,136
C4,1718891286667093848,1443,265,1706,98,1837,438,1507,195,1584,385,1652,144,1682,436,1047,276,1661,393,955,256,1491,342,1471,148
C4,1718891286767093864,1443,265,1682,96,1836,437,1506,200,1584,385,1652,141,1672,434,1047,277,1660,393,958,247,1491,341,1444,167
C4,1718891286867093864,1441,266,1663,96,1836,436,1504,200,1585,386,1637,136,1665,433,1047,276,1660,393,965,235,1491,340,1413,185
C4,1718891286967093752,1441,268,1646,94,1836,436,1499,201,1584,386,1623,136,1657,431,1047,276,1661,393,974,225,1489,338,1396,196
C4,1718891287067093784,1439,273,1634,90,1836,436,1487,204,1583,385,1570,117,1646,430,1047,276,1662,393,979,217,1489,338,1376,214
C4,1718891287167093672,1437,274,1614,83,1835,436,1476,208,1582,385,1526,113,1644,431,1047,277,1661,393,982,211,1489,338,1365,231
C4,1718891287267093640,1440,286,1600,76,1836,436,1449,220,1581,385,1487,116,1645,433,1046,277,1661,393,1021,188,1490,338,1344,249
C4,1718891287367093536,1438,288,1581,76,1838,435,1436,228,1582,386,1457,115,1643,433,1046,277,1660,393,1032,184,1491,338,1333,255
C4,1718891287467093576,1435,288,1570,75,1841,434,1430,229,1583,388,1432,117,1645,434,1046,278,1659,394,1040,182,1492,339,1310,273
C4,1718891287567093480,1436,292,1547,77,1843,434,1415,239,1583,387,1397,120,1639,434,1045,278,1658,393,1039,181,1493,340,1305,280
C4,1718891287667093584,1435,293,1533,78,1843,433,1395,269,1583,386,1369,122,1640,432,1045,277,1659,393,1038,180,1493,340,1290,289
C4,1718891287767093512,1431,292,1532,78,1843,431,1377,291,1583,385,1341,125,1641,432,1045,277,1660,393,1037,181,1492,340,1273,295
C4,1718891287867093440,1422,294,1518,80,1843,430,1366,305,1581,386,1325,128,1640,432,1045,277,1659,393,1029,187,1491,340,1262,294
C4,1718891287967093344,1411,295,1499,79,1843,429,1358,317,1580,386,1315,131,1638,432,1045,276,1660,393,1025,188,1491,340,1253,297
C4,1718891288067093328,1414,295,1481,79,1843,425,1366,322,1578,387,1304,126,1638,432,1044,276,1659,393,1026,187,1493,341,1249,297
C4,1718891288167093280,1397,288,1456,82,1852,415,1350,322,1578,386,1298,119,1636,431,1044,275,1659,393,1043,181,1490,337,1243,296
C4,1718891288267093256,1409,281,1433,84,1862,399,1350,300,1580,385,1290,114,1638,432,1045,275,1659,393,1052,174,1489,337,1232,297
C4,1718891288367093264,1402,292,1412,83,1889,348,1357,326,1581,385,1281,106,1652,437,1043,274,1663,394,1058,170,1490,339,1222,288
C4,1718891288467093240,1410,279,1376,84,1901,313,1359,337,1584,385,1277,99,1655,436,1042,274,1661,392,1054,170,1490,337,1220,289
C4,1718891288567093176,1416,276,1370,83,1918,286,1364,336,1586,386,1283,92,1649,436,1043,274,1662,392,1058,176,1491,337,1222,292
C4,1718891288667093112,1416,275,1365,85,1933,268,1368,330,1586,385,1284,94,1649,437,1045,275,1662,392,1052,177,1491,337,1224,294
C4,1718891288767093128,1420,271,1363,83,1943,260,1369,319,1584,386,1283,105,1646,436,1045,275,1662,393,1042,179,1490,338,1232,292
C4,1718891288867092976,1433,269,1345,95,1958,241,1372,285,1582,386,1282,123,1646,434,1045,275,1662,393,1016,193,1492,338,1247,296
C4,1718891288967092976,1424,262,1330,119,1968,228,1366,280,1582,385,1281,129,1642,433,1047,277,1662,393,988,207,1495,342,1260,300
C4,1718891289067092920,1423,263,1327,137,1975,221,1357,260,1581,385,1280,150,1639,435,1050,281,1661,394,995,201,1497,345,1268,303
C4,1718891289167092912,1423,264,1324,155,1982,218,1362,276,1582,386,1277,160,1632,434,1064,282,1662,394,981,208,1501,344,1276,306
C4,1718891289267092848,1420,265,1322,156,1982,218,1356,266,1582,386,1275,164,1632,433,1067,285,1662,393,962,231,1503,344,1283,308
C4,1718891289367092856,1428,272,1321,149,1989,215,1351,256,1582,385,1273,171,1631,433,1070,276,1661,393,957,239,1502,336,1294,311
C4,1718891289467092752,1419,273,1320,150,1995,213,1342,252,1581,385,1278,193,1630,433,1050,269,1662,394,955,242,1503,336,1315,317
C4,1718891289567092752,1416,270,1318,153,2002,213,1341,265,1580,382,1281,206,1622,431,1037,268,1659,393,953,247,1500,335,1346,333
C4,1718891289667092720,1407,262,1322,168,2011,214,1332,267,1575,383,1283,207,1618,430,1025,267,1657,393,949,264,1499,336,1356,338
C4,1718891289767092624,1409,266,1326,168,2026,212,1331,262,1570,384,1283,206,1615,430,1024,263,1654,393,950,275,1499,338,1364,337
C4,1718891289867092640,1408,262,1326,166,2048,213,1336,264,1569,382,1283,215,1614,428,1013,254,1655,393,957,276,1501,335,1378,330
C4,1718891289967092640,1406,262,1328,173,2043,213,1337,269,1567,381,1283,222,1611,425,1000,230,1651,392,971,281,1499,336,1383,330
C4,1718891290067092624,1398,250,1327,180,2056,215,1337,275,1569,382,1283,222,1609,426,994,219,1652,392,985,285,1497,333,1391,330
C4,1718891290167092504,1389,244,1326,172,2064,217,1339,272,1566,382,1280,219,1609,429,995,219,1651,392,983,282,1496,334,1414,341
C4,1718891290267092504,1390,242,1325,169,2068,218,1340,273,1567,383,1281,223,1609,429,997,217,1652,393,985,283,1497,332,1430,351
C4,1718891290367092488,1384,240,1325,165,2083,217,1338,276,1564,383,1278,216,1609,429,1003,208,1649,392,997,286,1498,334,1449,368
C4,1718891290467092368,1385,238,1326,166,2084,215,1335,278,1563,384,1277,215,1606,429,1013,198,1645,391,1005,292,1497,334,1467,383
C4,1718891290567092384,1380,234,1327,158,2086,213,1336,278,1560,385,1275,216,1602,429,1040,183,1645,391,1006,293,1498,333,1485,402
C4,1718891290667092312,1383,234,1327,156,2087,212,1337,277,1564,385,1273,217,1602,430,1063,174,1644,391,1007,293,1500,331,1492,406
C4,1718891290767092296,1387,238,1328,157,2088,211,1338,278,1562,384,1274,217,1603,430,1067,173,1644,392,1009,291,1501,330,1512,424
C4,1718891290867092248,1389,242,1328,157,2088,211,1340,281,1565,383,1278,221,1603,430,1068,171,1644,393,1016,292,1503,326,1529,434
C4,1718891290967092264,1390,245,1326,159,2085,210,1343,284,1564,383,1283,228,1605,430,1068,172,1641,393,1019,292,1503,325,1546,440
C4,1718891291067092224,1389,246,1323,160,2086,210,1342,287,1567,386,1288,230,1605,430,1067,174,1643,392,1021,290,1505,328,1553,442
C4,1718891291167092144,1388,244,1321,161,2088,208,1342,291,1573,386,1293,232,1604,429,1066,174,1648,391,1025,285,1503,326,1600,454
C4,1718891291267092152,1395,246,1315,160,2089,206,1342,291,1574,387,1295,231,1604,430,1066,174,1650,393,1025,282,1503,327,1656,460
C4,1718891291367092104,1396,247,1311,160,2091,206,1342,292,1578,386,1294,228,1603,430,1064,175,1652,392,1022,282,1504,329,1707,454
C4,1718891291467092048,1396,247,1307,158,2089,206,1343,292,1572,384,1295,230,1602,429,1073,167,1647,391,1023,281,1504,329,1739,455
C4,1718891291567091952,1394,246,1308,161,2088,205,1342,292,1570,384,1294,227,1603,429,1070,169,1646,391,1023,280,1504,329,1758,455
C4,1718891291667091960,1393,246,1308,163,2087,204,1342,292,1577,386,1292,224,1603,430,1061,181,1651,392,1018,282,1504,330,1783,456
C4,1718891291767091960,1396,247,1309,162,2086,203,1342,292,1575,385,1291,221,1602,430,1053,180,1650,392,1018,283,1504,330,1797,456
C4,1718891291867091848,1396,247,1311,158,2085,202,1339,289,1575,385,1293,221,1601,429,1046,172,1651,392,1017,284,1504,329,1802,457
C4,1718891291967091912,1395,246,1314,156,2083,202,1339,289,1576,385,1295,226,1601,429,1038,170,1652,392,1021,284,1504,329,1803,458
C4,1718891292067091776,1387,242,1314,155,2083,202,1338,289,1576,386,1298,226,1600,429,1027,167,1652,392,1019,283,1504,330,1803,458
C4,1718891292167091816,1386,241,1315,154,2080,202,1339,290,1576,385,1301,220,1600,429,1025,163,1652,392,1018,281,1504,330,1803,458
C4,1718891292267091696,1386,241,1315,152,2077,203,1338,288,1577,386,1300,220,1600,429,1021,158,1652,392,1022,282,1505,330,1803,458
C4,1718891292367091720,1387,241,1314,154,2076,204,1341,288,1576,386,1297,241,1600,429,1018,155,1652,392,1026,283,1505,332,1802,458
C4,1718891292467091648,1389,241,1317,154,2077,203,1341,287,1575,386,1294,263,1601,429,1021,152,1652,392,1025,283,1505,336,1802,458
C4,1718891292567091600,1386,241,1317,154,2078,201,1341,289,1574,385,1295,262,1600,429,1024,147,1651,391,1031,284,1506,339,1802,458
C4,1718891292667091592,1384,240,1317,153,2079,200,1341,289,1572,384,1295,264,1600,429,1020,151,1650,392,1035,281,1506,340,1801,457
C4,1718891292767091576,1387,240,1315,156,2078,201,1341,288,1568,384,1293,272,1601,429,1021,149,1648,392,1042,269,1507,352,1802,456
C4,1718891292867091504,1385,237,1314,157,2078,201,1341,286,1575,383,1287,279,1601,429,1017,152,1652,391,1046,276,1506,364,1804,454
C4,1718891292967091512,1384,237,1317,154,2078,201,1340,285,1574,382,1283,288,1601,429,1024,141,1650,391,1045,278,1501,374,1807,455
C4,1718891293067091352,1386,239,1318,154,2077,202,1340,285,1570,382,1280,288,1600,428,1033,127,1646,389,1039,277,1500,379,1807,455
C4,1718891293167091360,1386,241,1320,153,2078,201,1341,286,1574,384,1280,286,1602,429,1043,114,1650,390,1039,284,1506,383,1806,454
C4,1718891293267091360,1391,244,1316,156,2081,199,1342,285,1578,382,1282,270,1598,430,1048,112,1653,391,1017,289,1507,391,1806,455
C4,1718891293367091256,1392,245,1312,157,2083,198,1339,277,1577,382,1276,286,1589,430,1054,108,1653,391,1001,284,1505,393,1803,453
C4,1718891293467091216,1387,245,1301,162,2083,198,1341,276,1570,382,1285,293,1577,430,1057,106,1652,392,989,289,1501,390,1797,454
C4,1718891293567091256,1380,247,1290,167,2085,199,1332,273,1546,376,1285,304,1573,430,1056,107,1642,388,976,295,1491,405,1791,454
C4,1718891293667091128,1389,251,1280,170,2088,199,1322,257,1534,363,1288,310,1567,429,1055,104,1642,390,970,296,1488,414,1786,452
C4,1718891293767091096,1382,250,1273,171,2090,199,1318,253,1514,341,1291,312,1579,430,1055,101,1646,391,948,314,1504,424,1783,451
C4,1718891293867091016,1379,256,1270,177,2090,199,1328,252,1503,325,1299,317,1583,430,1056,98,1614,388,915,336,1517,425,1780,452
C4,1718891293967091088,1369,257,1270,181,2090,199,1317,238,1491,308,1303,323,1574,429,1060,99,1597,385,893,350,1524,429,1775,451
C4,1718891294067091072,1355,253,1252,188,2090,199,1307,237,1491,309,1312,328,1569,429,1059,105,1591,384,895,350,1526,420,1773,451
C4,1718891294167090912,1360,255,1240,190,2087,199,1309,244,1480,303,1321,329,1564,429,1066,100,1592,386,890,361,1526,407,1769,453
C4,1718891294267090928,1359,251,1239,188,2082,199,1307,247,1471,294,1326,334,1563,428,1073,95,1590,385,890,363,1637,443,1755,452
C4,1718891294367090840,1359,252,1244,180,2065,207,1308,249,1466,291,1328,333,1564,427,1100,71,1589,384,892,364,1633,440,1750,451
C4,1718891294467090800,1353,251,1242,182,2063,202,1298,241,1471,294,1329,335,1563,427,1132,68,1580,382,891,365,1631,437,1738,449
C4,1718891294567090832,1351,255,1245,181,2051,207,1292,237,1474,295,1320,334,1562,427,1129,72,1564,378,890,366,1629,435,1721,447
C4,1718891294667090736,1342,252,1249,180,2054,195,1290,238,1471,292,1315,341,1561,425,1131,75,1551,372,889,366,1626,434,1711,447
C4,1718891294767090768,1339,247,1251,183,2055,183,1291,240,1448,295,1307,359,1556,423,1134,76,1542,370,886,368,1624,433,1707,447
C4,1718891294867090664,1338,246,1250,189,2056,178,1286,239,1441,301,1295,377,1537,414,1134,75,1533,367,886,367,1620,433,1698,444
C4,1718891294967090608,1334,249,1248,192,2058,174,1273,237,1428,306,1279,395,1526,412,1135,73,1528,366,884,369,1610,434,1696,448
C4,1718891295067090664,1338,251,1248,191,2061,172,1273,241,1408,312,1271,407,1526,412,1134,73,1519,360,887,367,1608,435,1696,449
C4,1718891295167090496,1334,251,1247,190,2066,166,1267,237,1395,315,1268,410,1527,413,1135,73,1506,349,887,367,1608,434,1697,449
C4,1718891295267090536,1332,249,1243,194,2073,156,1267,239,1376,319,1265,412,1526,413,1135,74,1496,336,888,366,1604,431,1688,453
C4,1718891295367090440,1331,248,1236,201,2084,136,1267,241,1363,319,1258,419,1522,411,1132,87,1479,318,879,374,1667,444,1588,438
C4,1718891295467090472,1336,247,1236,202,2082,131,1273,242,1348,316,1255,429,1519,406,1132,87,1465,307,875,375,1664,441,1584,439
C4,1718891295567090368,1340,245,1236,203,2077,133,1282,244,1343,314,1253,435,1506,392,1132,88,1450,298,858,380,1664,441,1572,439
C4,1718891295667090336,1338,243,1237,203,2081,128,1280,240,1329,315,1251,439,1492,376,1132,86,1445,294,838,385,1673,443,1567,437
C4,1718891295767090272,1333,239,1238,202,2081,131,1278,239,1311,316,1249,445,1481,363,1132,93,1419,284,815,394,1681,441,1573,441
C4,1718891295867090264,1331,237,1238,201,2084,132,1277,239,1300,317,1249,450,1471,358,1139,85,1402,281,793,397,1702,444,1571,441
C4,1718891295967090224,1334,239,1238,200,2088,128,1274,238,1289,315,1248,452,1469,358,1138,101,1386,283,771,398,1698,445,1570,438
C4,1718891296067090136,1334,240,1240,198,2093,124,1275,238,1270,311,1249,452,1462,354,1134,114,1389,283,748,402,1727,448,1571,439
C4,1718891296167090160,1335,241,1239,200,2094,122,1276,239,1260,308,1251,452,1450,350,1139,146,1392,284,729,405,1748,448,1567,437
C4,1718891296267090104,1336,241,1239,202,2094,121,1276,239,1246,303,1251,453,1443,350,1141,159,1393,287,713,408,1769,451,1568,436
C4,1718891296367090136,1337,241,1239,202,2092,119,1276,241,1240,303,1253,487,1442,350,1137,174,1394,287,700,407,1787,452,1566,437
C4,1718891296467090000,1338,241,1238,203,2092,118,1275,240,1236,303,1247,511,1442,350,1131,191,1391,286,684,405,1796,452,1565,437
C4,1718891296567089952,1336,240,1238,201,2095,116,1274,240,1229,303,1246,525,1441,349,1126,219,1390,287,672,405,1801,453,1565,437
C4,1718891296667089952,1337,239,1230,204,2099,114,1275,242,1224,304,1246,536,1436,349,1127,229,1396,289,659,408,1803,453,1563,436
C4,1718891296767089920,1337,239,1229,204,2100,113,1278,244,1220,305,1250,537,1431,347,1131,218,1395,289,649,411,1804,452,1563,436
C4,1718891296867089856,1339,239,1232,200,2099,113,1277,243,1212,304,1253,546,1414,340,1131,230,1393,288,634,412,1807,452,1562,436
C4,1718891296967089864,1335,239,1230,201,2100,112,1275,244,1210,305,1252,554,1401,337,1133,250,1391,288,617,408,1806,452,1557,435
C4,1718891297067089832,1337,239,1232,201,2101,112,1278,245,1207,309,1250,562,1394,336,1134,250,1388,289,593,408,1806,452,1552,434
C4,1718891297167089776,1338,238,1232,200,2102,111,1278,245,1205,309,1255,577,1386,335,1137,252,1387,290,574,409,1808,451,1549,433
C4,1718891297267089728,1336,238,1234,198,2101,112,1278,245,1205,308,1257,579,1374,331,1138,267,1383,289,562,411,1808,451,1546,433
C4,1718891297367089640,1337,238,1233,200,2103,110,1278,243,1204,307,1260,585,1369,327,1142,286,1383,288,552,413,1808,451,1546,434
C4,1718891297467089696,1341,234,1232,202,2105,110,1279,242,1204,307,1257,585,1371,327,1142,298,1384,287,549,413,1807,451,1547,435
C4,1718891297567089528,1340,234,1231,204,2105,110,1282,242,1203,308,1261,595,1368,327,1143,292,1387,288,543,412,1808,451,1548,435
C4,1718891297667089504,1343,230,1231,203,2106,109,1284,242,1203,305,1263,597,1363,327,1142,291,1386,288,537,413,1808,451,1548,436
C4,1718891297767089472,1349,227,1235,202,2106,111,1286,244,1201,303,1263,594,1360,326,1141,285,1384,288,536,417,1808,451,1548,436
C4,1718891297867089528,1351,225,1237,203,2107,112,1292,248,1200,304,1262,592,1359,325,1141,289,1386,288,537,418,1808,450,1547,436
C4,1718891297967089360,1352,224,1237,203,2106,113,1295,248,1200,306,1267,591,1357,325,1142,293,1387,289,532,417,1808,450,1545,435
C4,1718891298067089400,1348,222,1237,203,2106,114,1294,247,1200,309,1263,590,1357,324,1143,300,1389,288,513,424,1807,450,1547,436
C4,1718891298167089312,1342,218,1236,203,2104,115,1293,246,1200,308,1264,581,1356,324,1141,299,1388,288,509,433,1807,450,1548,437
C4,1718891298267089320,1342,217,1235,203,2098,119,1296,247,1200,309,1261,571,1356,325,1140,298,1390,289,511,440,1807,450,1546,437
C4,1718891298367089224,1343,210,1236,203,2095,121,1295,243,1201,309,1272,556,1357,327,1140,293,1392,288,511,439,1807,450,1548,436
