clip,timestamp,rat003_center_x,rat003_center_y,rat004_center_x,rat004_center_y,rat005_center_x,rat005_center_y,rat006_center_x,rat006_center_y,rat007_center_x,rat007_center_y,rat010_center_x,rat010_center_y,rat030_center_x,rat030_center_y,rat031_center_x,rat031_center_y,rat032_center_x,rat032_center_y,rat033_center_x,rat033_center_y,rat034_center_x,rat034_center_y,rat035_center_x,rat035_center_y
C3,1718891140267158704,1272,554,1578,89,1275,77,1678,117,2002,441,1495,496,1281,740,909,701,420,137,1926,760,1857,122,467,453
C3,1718891140367158664,1269,554,1578,89,1276,79,1674,121,2000,428,1485,503,1285,732,899,698,414,133,1917,764,1864,116,467,454
C3,1718891140467158664,1271,551,1578,89,1275,80,1672,125,2001,422,1471,516,1285,728,892,692,409,129,1910,769,1864,119,466,453
C3,1718891140567158592,1275,548,1577,88,1274,80,1670,130,1999,418,1458,528,1285,722,881,687,407,127,1907,766,1867,119,466,450
C3,1718891140667158480,1269,553,1579,90,1274,80,1669,132,1996,412,1449,537,1283,713,874,683,409,127,1893,757,1870,121,464,444
C3,1718891140767158528,1270,551,1579,90,1275,81,1668,133,1992,407,1444,543,1283,702,874,680,406,126,1874,747,1867,122,459,435
C3,1718891140867158392,1271,552,1576,90,1275,81,1668,134,1990,401,1436,548,1284,695,873,676,402,124,1869,746,1867,115,454,428
C3,1718891140967158400,1278,552,1571,89,1276,81,1668,134,1982,396,1432,547,1285,701,867,675,401,125,1867,750,1851,108,448,427
C3,1718891141067158328,1285,551,1567,88,1277,79,1670,129,1972,398,1431,546,1286,702,861,675,400,126,1872,753,1852,106,446,426
C3,1718891141167158248,1289,546,1564,87,1271,77,1670,124,1957,401,1433,544,1286,703,856,674,400,127,1875,752,1842,104,443,419
C3,1718891141267158272,1295,545,1563,88,1270,77,1673,118,1947,403,1436,544,1286,703,849,673,397,123,1875,752,1838,104,439,415
C3,1718891141367158224,1298,546,1562,88,1269,77,1674,116,1942,403,1436,544,1287,700,848,673,396,122,1876,751,1838,105,437,413
C3,1718891141467158096,1296,547,1561,89,1271,77,1674,116,1928,405,1434,544,1288,699,847,673,378,113,1878,753,1835,106,437,410
C3,1718891141567158120,1296,546,1560,88,1273,79,1675,117,1920,410,1432,546,1288,700,845,670,371,100,1881,753,1829,109,437,407
C3,1718891141667158064,1293,546,1560,88,1277,79,1677,119,1918,412,1434,546,1288,698,845,669,355,88,1877,752,1824,116,437,408
C3,1718891141767157960,1296,545,1557,87,1279,78,1680,124,1915,412,1434,546,1289,692,847,670,341,87,1878,751,1809,135,438,407
C3,1718891141867157896,1321,537,1551,85,1274,77,1681,129,1911,409,1434,546,1288,696,850,672,343,87,1878,750,1796,160,440,407
C3,1718891141967157952,1378,518,1547,87,1276,78,1681,132,1903,398,1432,546,1287,692,851,668,340,86,1877,750,1790,174,441,405
C3,1718891142067157888,1417,505,1541,87,1274,78,1681,134,1891,387,1419,552,1288,689,853,666,335,86,1875,748,1779,205,439,405
C3,1718891142167157856,1437,499,1530,85,1276,78,1682,138,1878,372,1406,563,1287,678,854,668,325,86,1874,747,1781,217,436,402
C3,1718891142267157824,1448,492,1527,85,1279,79,1683,140,1858,359,1406,567,1285,669,855,669,317,94,1874,746,1789,233,432,402
C3,1718891142367157672,1461,477,1525,85,1278,78,1684,140,1854,357,1391,569,1286,664,861,667,311,94,1873,746,1797,240,431,401
C3,1718891142467157712,1475,463,1524,84,1278,75,1684,140,1851,356,1389,567,1286,664,869,667,305,100,1872,745,1800,241,431,401
C3,1718891142567157616,1481,457,1521,83,1288,85,1684,141,1851,356,1394,567,1285,664,870,668,307,101,1873,745,1807,245,430,402
C3,1718891142667157584,1477,458,1515,84,1303,125,1684,141,1852,355,1397,565,1286,664,875,661,308,101,1872,744,1808,242,431,401
C3,1718891142767157560,1477,456,1510,84,1331,177,1684,143,1855,358,1398,561,1286,664,887,646,309,101,1872,744,1815,247,430,403
C3,1718891142867157536,1476,449,1502,81,1337,196,1684,144,1859,359,1398,560,1286,664,894,635,310,104,1872,744,1812,251,432,401
C3,1718891142967157376,1476,441,1498,79,1334,197,1684,142,1860,359,1399,559,1285,665,895,636,311,104,1872,744,1814,258,433,401
C3,1718891143067157376,1474,428,1494,78,1328,205,1684,141,1860,358,1397,564,1285,665,895,636,311,104,1872,744,1818,259,433,400
C3,1718891143167157352,1468,406,1471,74,1323,215,1684,142,1862,358,1414,568,1285,664,895,633,312,103,1872,744,1823,259,435,397
C3,1718891143267157256,1468,371,1462,75,1321,223,1684,142,1867,365,1447,579,1285,663,895,632,312,103,1873,745,1825,261,436,394
C3,1718891143367157248,1463,336,1460,76,1322,222,1684,143,1865,366,1482,590,1285,663,893,633,312,102,1872,745,1825,262,437,389
C3,1718891143467157192,1457,313,1458,80,1317,228,1685,146,1866,366,1518,601,1286,664,891,634,312,102,1872,744,1824,265,437,390
C3,1718891143567157096,1445,285,1457,81,1310,231,1686,152,1863,362,1541,610,1287,660,892,635,313,104,1872,745,1820,260,437,390
C3,1718891143667157096,1446,277,1457,82,1300,230,1687,158,1865,365,1568,621,1287,661,895,635,313,104,1872,744,1820,268,437,391
C3,1718891143767157016,1438,249,1463,87,1292,231,1689,166,1863,358,1588,629,1287,656,896,636,312,104,1872,745,1820,261,438,391
C3,1718891143867156952,1432,226,1464,88,1293,232,1691,174,1863,353,1585,628,1285,640,905,636,311,104,1871,744,1824,264,438,390
C3,1718891143967156912,1434,208,1465,89,1292,233,1694,182,1864,350,1584,629,1285,625,903,637,310,104,1872,745,1827,264,439,389
C3,1718891144067156840,1433,184,1466,91,1296,232,1694,184,1867,349,1585,629,1284,606,906,638,309,104,1871,744,1827,266,439,390
C3,1718891144167156800,1432,167,1467,88,1297,232,1691,191,1867,350,1586,629,1284,599,913,635,309,104,1871,744,1827,265,440,390
C3,1718891144267156776,1437,141,1475,83,1297,232,1685,204,1868,350,1589,630,1283,593,919,635,309,104,1870,743,1831,267,441,388
C3,1718891144367156760,1447,111,1476,75,1302,232,1681,208,1868,351,1591,630,1281,576,931,637,309,104,1868,740,1836,268,452,380
C3,1718891144467156776,1450,96,1476,74,1297,232,1681,212,1869,351,1596,632,1283,560,941,637,309,104,1865,740,1838,269,464,376
C3,1718891144567156704,1448,97,1485,70,1292,228,1681,213,1869,351,1601,634,1278,527,953,640,307,103,1865,739,1838,269,465,369
C3,1718891144667156632,1447,95,1513,67,1292,228,1681,213,1869,350,1605,633,1279,485,958,642,301,100,1865,739,1839,268,467,361
C3,1718891144767156584,1451,92,1521,71,1274,220,1678,210,1869,350,1606,633,1278,434,956,642,284,96,1865,740,1839,268,471,355
C3,1718891144867156536,1446,94,1542,84,1266,216,1675,206,1869,349,1608,635,1286,391,957,644,265,90,1865,739,1839,268,480,354
C3,1718891144967156432,1448,95,1541,93,1265,216,1675,201,1870,349,1608,636,1293,348,956,643,252,89,1865,739,1841,267,485,352
C3,1718891145067156464,1458,89,1544,92,1262,212,1676,198,1871,351,1611,637,1297,311,956,642,229,88,1865,739,1839,268,553,323
C3,1718891145167156360,1465,87,1558,95,1263,212,1680,198,1871,351,1612,637,1309,283,957,641,206,86,1865,739,1840,267,551,323
C3,1718891145267156464,1495,92,1556,84,1262,211,1681,199,1872,350,1614,638,1329,252,955,639,187,82,1864,738,1840,264,549,324
C3,1718891145367156304,1497,89,1569,78,1263,207,1680,200,1872,346,1615,641,1348,225,955,639,179,84,1864,738,1839,263,549,324
C3,1718891145467156256,1497,85,1583,76,1266,207,1684,202,1870,347,1618,644,1369,206,955,639,173,84,1864,739,1836,260,548,324
C3,1718891145567156216,1496,83,1583,75,1265,208,1689,205,1868,347,1620,644,1390,191,961,641,161,80,1863,737,1831,264,549,324
C3,1718891145667156160,1490,85,1577,75,1262,205,1691,204,1864,348,1621,643,1415,167,988,646,164,83,1864,738,1835,259,549,324
C3,1718891145767156144,1499,83,1574,74,1262,204,1692,203,1862,349,1620,643,1427,153,994,650,165,83,1863,737,1830,252,550,324
C3,1718891145867156080,1507,82,1570,71,1261,204,1688,204,1859,350,1620,643,1434,150,1011,658,166,84,1862,737,1830,245,551,324
C3,1718891145967156064,1510,84,1573,74,1263,203,1705,206,1861,354,1620,643,1453,145,1027,665,161,86,1863,738,1833,240,558,322
C3,1718891146067156008,1511,74,1572,70,1264,201,1721,203,1859,346,1620,643,1467,139,1026,668,151,93,1862,737,1819,232,563,323
C3,1718891146167155872,1517,77,1571,70,1265,200,1732,203,1858,345,1619,643,1473,134,1026,666,149,92,1863,739,1818,232,571,322
C3,1718891146267155808,1519,85,1573,70,1264,198,1736,205,1857,339,1620,643,1478,131,1037,660,147,92,1863,740,1822,231,585,318
C3,1718891146367155832,1517,79,1568,69,1263,196,1740,210,1857,337,1620,643,1488,131,1042,663,147,93,1863,740,1822,229,607,313
C3,1718891146467155768,1511,77,1563,71,1260,193,1743,214,1854,334,1619,643,1490,132,1049,664,148,92,1862,739,1820,226,632,309
C3,1718891146567155688,1506,74,1562,73,1250,182,1742,216,1856,328,1620,643,1495,131,1054,666,148,92,1861,738,1817,224,648,304
C3,1718891146667155728,1507,73,1564,71,1235,173,1741,221,1853,329,1620,644,1499,129,1058,668,149,95,1861,737,1815,224,669,295
C3,1718891146767155640,1508,75,1566,71,1191,152,1742,223,1855,324,1623,644,1507,127,1058,668,148,94,1860,736,1814,224,688,290
C3,1718891146867155544,1510,75,1567,71,1171,146,1744,224,1855,320,1631,647,1511,125,1054,667,148,94,1860,736,1816,226,717,285
C3,1718891146967155568,1511,75,1566,71,1163,146,1745,224,1855,318,1643,653,1512,125,1041,667,148,95,1860,735,1815,224,735,282
C3,1718891147067155432,1511,74,1566,71,1163,147,1745,227,1855,319,1650,659,1513,123,1025,668,148,97,1859,733,1816,225,745,281
C3,1718891147167155456,1510,74,1566,71,1166,148,1744,225,1854,319,1653,662,1511,123,1020,668,150,100,1860,734,1817,224,749,280
C3,1718891147267155352,1510,72,1566,70,1168,149,1744,224,1853,319,1652,661,1512,120,1018,665,150,100,1859,734,1820,223,753,277
C3,1718891147367155384,1510,72,1567,70,1170,149,1742,224,1852,318,1655,660,1517,116,1016,659,150,103,1859,734,1819,225,756,275
C3,1718891147467155240,1510,74,1567,70,1170,148,1742,226,1852,318,1657,660,1521,119,1020,650,148,107,1859,734,1821,225,764,275
C3,1718891147567155192,1510,74,1567,71,1171,149,1741,230,1852,319,1659,660,1522,119,1024,631,148,109,1858,733,1821,227,781,278
C3,1718891147667155160,1510,75,1567,70,1171,149,1739,240,1852,320,1657,660,1524,119,1018,598,148,113,1859,734,1816,226,796,279
C3,1718891147767155200,1507,73,1567,70,1170,149,1738,250,1851,318,1658,660,1523,119,1018,576,143,119,1859,734,1809,222,810,278
C3,1718891147867155072,1509,76,1564,73,1170,149,1736,263,1851,319,1659,661,1515,126,1012,557,137,132,1858,733,1804,221,822,276
C3,1718891147967155128,1505,79,1560,72,1170,149,1733,275,1852,318,1660,661,1519,125,1016,542,136,142,1858,733,1799,224,839,275
C3,1718891148067155008,1509,106,1561,72,1170,153,1734,295,1849,317,1662,662,1551,115,1025,521,133,149,1859,733,1788,218,855,276
C3,1718891148167154896,1506,138,1557,72,1166,153,1733,301,1849,314,1663,663,1539,110,1035,498,133,151,1860,734,1786,220,869,272
C3,1718891148267154936,1505,182,1557,76,1162,153,1735,303,1848,312,1665,663,1525,119,1045,476,132,151,1860,734,1787,220,890,264
C3,1718891148367154824,1505,208,1559,75,1161,153,1736,314,1847,309,1665,663,1518,117,1049,457,132,152,1860,734,1785,221,910,256
C3,1718891148467154776,1498,249,1562,75,1161,153,1734,330,1848,308,1669,668,1517,119,1052,448,132,152,1860,734,1783,222,932,248
C3,1718891148567154816,1498,277,1565,75,1162,156,1732,350,1846,302,1678,679,1520,120,1056,441,132,153,1860,734,1782,225,955,242
C3,1718891148667154760,1503,298,1567,75,1163,162,1736,368,1846,302,1687,690,1521,120,1058,432,132,153,1860,734,1792,225,970,237
C3,1718891148767154680,1509,324,1569,75,1160,166,1740,388,1847,303,1701,706,1524,118,1054,426,132,154,1860,734,1794,225,984,231
C3,1718891148867154624,1506,325,1572,72,1158,167,1743,409,1847,304,1710,726,1537,113,1052,425,131,154,1860,734,1797,226,1003,223
C3,1718891148967154616,1502,326,1576,69,1159,169,1743,435,1847,303,1713,740,1554,106,1052,427,130,155,1860,734,1799,227,1015,220
C3,1718891149067154592,1495,323,1578,68,1158,170,1742,435,1848,303,1716,747,1556,105,1055,427,129,156,1860,735,1802,229,1013,222
C3,1718891149167154528,1491,322,1578,68,1155,168,1744,433,1850,307,1719,755,1560,105,1060,425,125,160,1860,736,1799,232,1018,222
C3,1718891149267154488,1490,320,1577,67,1153,166,1750,440,1851,308,1723,765,1568,103,1056,430,126,162,1860,737,1796,233,1032,221
C3,1718891149367154328,1494,324,1575,66,1153,164,1759,451,1851,306,1727,783,1568,103,1046,437,127,162,1860,737,1799,231,1038,219
C3,1718891149467154344,1491,323,1573,66,1153,162,1766,464,1852,299,1725,791,1570,102,1012,437,127,162,1860,737,1802,229,1037,220
C3,1718891149567154344,1495,316,1573,67,1153,163,1776,477,1852,296,1726,799,1569,102,991,430,127,163,1862,738,1803,228,1031,223
C3,1718891149667154240,1507,294,1568,71,1152,164,1785,494,1850,294,1727,798,1576,99,965,430,126,163,1862,739,1804,227,1030,222
C3,1718891149767154168,1508,271,1566,72,1152,164,1787,504,1850,292,1729,798,1571,107,955,431,127,162,1863,741,1806,226,1035,223
C3,1718891149867154136,1507,247,1552,71,1154,165,1786,512,1850,291,1730,797,1565,100,952,430,126,162,1863,740,1807,225,1035,222
C3,1718891149967154120,1502,229,1532,89,1156,164,1784,524,1850,291,1729,795,1574,97,945,428,126,162,1860,738,1809,222,1033,222
C3,1718891150067154088,1500,239,1522,108,1153,159,1783,527,1849,290,1728,798,1572,95,917,427,126,162,1854,736,1809,221,1035,223
C3,1718891150167153976,1498,242,1514,110,1154,164,1784,525,1848,290,1728,803,1574,94,902,425,126,163,1853,735,1811,220,1036,224
C3,1718891150267153968,1500,239,1512,107,1156,166,1785,520,1849,290,1728,804,1573,91,896,422,126,162,1845,732,1813,221,1037,223
C3,1718891150367153968,1502,238,1501,118,1155,166,1786,518,1849,290,1727,802,1568,88,896,421,126,162,1837,727,1812,221,1037,223
C3,1718891150467153936,1502,233,1504,117,1151,163,1789,518,1849,289,1727,800,1560,86,898,421,126,163,1824,716,1814,221,1036,224
C3,1718891150567153776,1504,233,1506,116,1146,160,1790,518,1849,288,1727,798,1553,85,901,421,126,163,1816,710,1812,220,1024,225
C3,1718891150667153752,1503,230,1507,117,1141,162,1790,515,1849,288,1728,798,1553,82,894,420,126,163,1811,708,1813,219,1019,225
C3,1718891150767153784,1504,230,1507,118,1133,163,1790,514,1849,289,1727,798,1551,84,891,419,126,162,1809,704,1813,220,1015,224
C3,1718891150867153688,1504,230,1507,118,1126,164,1789,512,1849,289,1727,799,1552,85,889,417,126,160,1808,702,1813,220,1009,233
C3,1718891150967153600,1503,229,1508,117,1109,165,1786,510,1849,290,1727,798,1553,86,887,416,125,161,1808,703,1815,220,1003,235
C3,1718891151067153640,1504,234,1505,120,1096,170,1785,510,1848,287,1727,799,1554,86,889,416,125,158,1808,701,1814,218,996,234
C3,1718891151167153488,1499,238,1504,121,1083,175,1785,509,1849,286,1726,805,1553,87,885,418,124,157,1810,705,1816,217,991,232
C3,1718891151267153480,1472,227,1501,123,1080,183,1787,512,1849,286,1721,819,1553,88,884,419,123,154,1808,703,1817,217,972,232
C3,1718891151367153480,1447,231,1500,126,1078,187,1784,522,1849,287,1717,831,1552,88,883,420,124,154,1799,694,1817,216,939,236
C3,1718891151467153392,1421,233,1502,125,1078,187,1783,524,1849,289,1715,843,1554,88,882,420,123,154,1790,685,1817,216,917,241
C3,1718891151567153312,1397,230,1500,130,1076,187,1783,531,1848,289,1709,858,1556,88,882,421,124,154,1769,672,1815,215,900,247
C3,1718891151667153264,1367,231,1503,127,1075,188,1783,537,1848,287,1700,869,1557,89,878,421,126,155,1701,636,1815,214,883,249
C3,1718891151767153224,1359,230,1499,132,1072,188,1783,538,1848,291,1697,877,1557,91,876,421,125,152,1655,617,1815,215,867,248
C3,1718891151867153240,1346,228,1486,146,1070,190,1781,547,1848,284,1697,880,1555,95,869,419,125,152,1638,603,1815,212,836,258
C3,1718891151967153112,1322,221,1473,162,1063,191,1782,553,1847,288,1697,881,1558,97,867,418,125,158,1614,584,1816,211,821,260
C3,1718891152067153064,1309,217,1465,182,1051,196,1784,558,1847,286,1697,881,1562,100,876,420,131,162,1578,558,1816,210,795,265
C3,1718891152167153048,1303,217,1464,190,1034,201,1783,569,1847,288,1698,879,1559,103,877,421,133,163,1564,546,1816,210,785,266
C3,1718891152267153000,1292,213,1472,206,1020,205,1783,577,1848,282,1697,879,1552,105,875,420,132,164,1552,531,1817,210,770,271
C3,1718891152367152976,1273,205,1475,233,997,214,1781,598,1848,282,1697,878,1541,112,875,420,131,164,1539,516,1816,209,759,278
C3,1718891152467152952,1264,201,1480,267,984,221,1781,614,1848,283,1698,878,1521,132,876,421,131,164,1516,495,1816,208,752,284
C3,1718891152567152864,1259,200,1486,286,973,224,1781,627,1847,281,1699,878,1502,165,877,421,132,165,1508,476,1815,208,745,288
C3,1718891152667152784,1259,199,1493,302,950,238,1780,639,1848,282,1699,877,1500,184,877,421,133,165,1497,450,1816,209,739,299
C3,1718891152767152752,1262,199,1498,314,935,252,1782,652,1848,282,1699,878,1499,194,877,422,132,167,1487,429,1815,209,736,308
C3,1718891152867152760,1262,200,1500,323,922,265,1783,672,1848,287,1699,877,1497,208,877,422,130,168,1478,416,1815,210,734,307
C3,1718891152967152672,1262,200,1499,324,913,276,1787,689,1848,290,1699,877,1498,217,876,422,131,168,1472,402,1814,211,727,317
C3,1718891153067152624,1262,200,1496,324,906,282,1787,695,1849,289,1699,877,1500,235,875,421,131,170,1470,391,1813,210,725,319
C3,1718891153167152552,1262,200,1496,324,904,289,1788,694,1849,291,1699,877,1501,242,873,422,131,169,1470,384,1813,211,725,319
C3,1718891153267152536,1262,200,1493,323,906,290,1791,696,1851,289,1700,875,1498,243,872,422,131,170,1469,380,1812,211,726,319
C3,1718891153367152440,1263,201,1495,321,908,288,1795,699,1857,280,1700,875,1494,249,870,421,132,170,1466,369,1810,214,726,319
C3,1718891153467152512,1262,201,1496,321,908,289,1795,697,1859,276,1699,876,1494,251,863,420,132,170,1465,367,1810,217,726,318
C3,1718891153567152328,1264,201,1499,321,908,288,1797,700,1867,264,1699,876,1492,256,857,417,132,170,1466,368,1810,219,719,320
C3,1718891153667152320,1264,201,1498,320,898,296,1801,700,1875,257,1699,877,1493,257,849,415,132,170,1465,363,1811,223,708,323
C3,1718891153767152256,1265,201,1498,313,890,300,1808,705,1880,252,1699,877,1495,254,851,414,131,169,1465,365,1810,224,696,330
C3,1718891153867152328,1264,201,1500,309,868,312,1824,718,1878,255,1699,877,1496,253,851,413,131,169,1465,369,1809,229,686,335
C3,1718891153967152216,1263,203,1499,308,856,316,1847,731,1881,247,1699,877,1498,255,851,414,131,168,1465,371,1806,241,675,339
C3,1718891154067152208,1255,198,1498,311,835,323,1868,741,1879,246,1699,878,1497,262,851,414,131,168,1465,375,1802,254,665,342
C3,1718891154167152096,1257,198,1495,310,814,327,1878,745,1878,246,1698,878,1493,266,850,413,131,169,1465,374,1796,270,657,342
C3,1718891154267152016,1259,200,1496,312,789,333,1884,746,1878,244,1698,877,1490,273,849,413,131,169,1466,376,1790,289,641,341
C3,1718891154367151992,1264,205,1497,310,771,337,1892,749,1878,235,1698,878,1490,268,847,412,132,169,1470,373,1781,303,636,339
C3,1718891154467152016,1270,209,1503,311,755,342,1900,753,1880,223,1698,878,1492,271,846,412,133,170,1473,370,1776,305,633,338
C3,1718891154567151976,1268,213,1506,318,738,347,1907,761,1882,223,1698,878,1494,266,845,412,133,171,1474,374,1773,317,626,343
C3,1718891154667151936,1272,212,1515,318,737,348,1910,767,1881,220,1699,877,1495,264,846,412,133,171,1483,364,1769,324,622,346
C3,1718891154767151808,1286,199,1519,342,736,347,1914,779,1878,230,1699,877,1492,270,833,412,133,171,1484,366,1757,337,614,348
C3,1718891154867151768,1315,196,1526,360,731,345,1916,785,1868,233,1699,878,1489,275,833,413,133,171,1493,359,1749,346,608,348
C3,1718891154967151712,1346,204,1543,396,727,343,1920,789,1856,234,1699,878,1484,289,831,413,134,170,1503,357,1736,358,607,347
C3,1718891155067151720,1372,212,1558,398,723,344,1921,790,1840,234,1698,878,1485,295,829,413,133,170,1541,399,1719,368,607,347
C3,1718891155167151592,1394,226,1567,409,720,344,1921,791,1832,234,1699,878,1486,297,827,412,134,170,1522,311,1703,374,603,348
C3,1718891155267151632,1418,243,1582,412,717,344,1922,792,1822,235,1699,877,1486,304,827,412,134,170,1521,302,1678,379,598,349
C3,1718891155367151568,1431,251,1597,415,716,343,1924,794,1816,240,1699,877,1484,313,825,411,134,170,1520,290,1664,382,599,347
C3,1718891155467151568,1439,266,1606,413,714,342,1924,794,1804,249,1699,877,1484,318,825,410,133,169,1518,278,1654,381,600,347
C3,1718891155567151432,1450,277,1613,413,704,335,1922,791,1806,253,1699,878,1489,328,822,410,133,169,1515,276,1639,378,600,347
